#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AGQ12554.1	macB	1096995.BJAB07104_00183	1096995.BJAB07104_00590	0.095	0	0	0	0.220	0	0	0.322	0.479
AGQ12667.1	AGQ12691.1	1096995.BJAB07104_00297	1096995.BJAB07104_00321	0	0	0.415	0	0	0	0	0.046	0.418
AGQ12667.1	tolQ_2	1096995.BJAB07104_00297	1096995.BJAB07104_02153	0	0	0.499	0	0	0	0	0	0.499
AGQ12688.1	thiC	1096995.BJAB07104_00318	1096995.BJAB07104_00317	0.443	0	0	0	0	0	0	0	0.444
AGQ12688.1	AGQ14261.1	1096995.BJAB07104_00318	1096995.BJAB07104_01893	0.064	0	0.401	0	0	0	0	0.056	0.424
AGQ12688.1	phoU	1096995.BJAB07104_00318	1096995.BJAB07104_00322	0.434	0	0	0	0	0	0	0.105	0.471
AGQ12688.1	AGQ12691.1	1096995.BJAB07104_00318	1096995.BJAB07104_00321	0.461	0	0.164	0	0	0	0	0.056	0.538
AGQ12688.1	AGQ12690.1	1096995.BJAB07104_00318	1096995.BJAB07104_00320	0.539	0	0	0	0	0	0	0	0.539
AGQ12688.1	AGQ12689.1	1096995.BJAB07104_00318	1096995.BJAB07104_00319	0.539	0	0	0	0	0	0	0.048	0.542
AGQ12689.1	AGQ12688.1	1096995.BJAB07104_00319	1096995.BJAB07104_00318	0.539	0	0	0	0	0	0	0.048	0.542
AGQ12689.1	AGQ12691.1	1096995.BJAB07104_00319	1096995.BJAB07104_00321	0.535	0	0	0	0	0	0	0.045	0.537
AGQ12689.1	AGQ12690.1	1096995.BJAB07104_00319	1096995.BJAB07104_00320	0.803	0	0.371	0	0	0	0	0	0.871
AGQ12690.1	AGQ12688.1	1096995.BJAB07104_00320	1096995.BJAB07104_00318	0.539	0	0	0	0	0	0	0	0.539
AGQ12690.1	AGQ12689.1	1096995.BJAB07104_00320	1096995.BJAB07104_00319	0.803	0	0.371	0	0	0	0	0	0.871
AGQ12690.1	AGQ12691.1	1096995.BJAB07104_00320	1096995.BJAB07104_00321	0.534	0	0	0	0	0	0	0	0.535
AGQ12691.1	AGQ12667.1	1096995.BJAB07104_00321	1096995.BJAB07104_00297	0	0	0.415	0	0	0	0	0.046	0.418
AGQ12691.1	AGQ12688.1	1096995.BJAB07104_00321	1096995.BJAB07104_00318	0.461	0	0.164	0	0	0	0	0.056	0.538
AGQ12691.1	AGQ12689.1	1096995.BJAB07104_00321	1096995.BJAB07104_00319	0.535	0	0	0	0	0	0	0.045	0.537
AGQ12691.1	AGQ12690.1	1096995.BJAB07104_00321	1096995.BJAB07104_00320	0.534	0	0	0	0	0	0	0	0.535
AGQ12691.1	AGQ15398.1	1096995.BJAB07104_00321	1096995.BJAB07104_03030	0.063	0	0	0	0.325	0	0	0.138	0.407
AGQ12691.1	mdtE	1096995.BJAB07104_00321	1096995.BJAB07104_02661	0.060	0	0	0	0.128	0.303	0	0.099	0.416
AGQ12691.1	macA	1096995.BJAB07104_00321	1096995.BJAB07104_00591	0.060	0	0	0	0.128	0.303	0	0.099	0.416
AGQ12691.1	AGQ15518.1	1096995.BJAB07104_00321	1096995.BJAB07104_03150	0.060	0	0.176	0	0.069	0.270	0	0.099	0.439
AGQ12691.1	bamD	1096995.BJAB07104_00321	1096995.BJAB07104_00844	0.052	0	0.334	0	0.082	0	0	0.168	0.453
AGQ12691.1	tolQ_2	1096995.BJAB07104_00321	1096995.BJAB07104_02153	0	0	0.448	0	0	0	0	0.055	0.456
AGQ12691.1	AGQ15320.1	1096995.BJAB07104_00321	1096995.BJAB07104_02952	0	0	0.457	0	0	0	0	0	0.457
AGQ12691.1	AGQ13768.1	1096995.BJAB07104_00321	1096995.BJAB07104_01400	0.093	0	0	0	0.343	0	0	0.194	0.477
AGQ12691.1	AGQ13151.1	1096995.BJAB07104_00321	1096995.BJAB07104_00782	0.062	0	0	0	0.326	0.224	0	0.096	0.497
AGQ12691.1	AGQ13278.1	1096995.BJAB07104_00321	1096995.BJAB07104_00910	0.062	0	0	0	0.326	0.224	0	0.096	0.497
AGQ12691.1	AGQ14420.1	1096995.BJAB07104_00321	1096995.BJAB07104_02052	0.082	0	0	0	0.326	0.221	0	0.093	0.504
AGQ12691.1	bepC_2	1096995.BJAB07104_00321	1096995.BJAB07104_01399	0	0	0.448	0	0	0	0	0.151	0.511
AGQ12691.1	tolB	1096995.BJAB07104_00321	1096995.BJAB07104_02926	0	0	0.389	0	0	0.113	0	0.175	0.513
AGQ12691.1	aaeA	1096995.BJAB07104_00321	1096995.BJAB07104_00377	0.063	0	0	0	0.326	0.221	0	0.137	0.518
AGQ12691.1	AGQ14973.1	1096995.BJAB07104_00321	1096995.BJAB07104_02605	0	0	0.531	0	0.074	0	0	0	0.547
AGQ12691.1	mdtA	1096995.BJAB07104_00321	1096995.BJAB07104_03748	0.060	0	0.258	0	0.128	0.303	0	0.103	0.550
AGQ12691.1	AGQ14217.1	1096995.BJAB07104_00321	1096995.BJAB07104_01849	0.062	0	0.150	0	0.326	0.224	0	0.096	0.554
AGQ12691.1	AGQ14257.1	1096995.BJAB07104_00321	1096995.BJAB07104_01889	0.062	0	0.161	0	0.326	0.224	0	0.096	0.560
AGQ12691.1	emrA_4	1096995.BJAB07104_00321	1096995.BJAB07104_02953	0.082	0	0.175	0	0.326	0.221	0	0.093	0.573
AGQ12691.1	czcB	1096995.BJAB07104_00321	1096995.BJAB07104_03504	0.060	0	0.289	0	0.128	0.303	0	0.137	0.585
AGQ12691.1	AGQ15581.1	1096995.BJAB07104_00321	1096995.BJAB07104_03213	0	0	0.538	0	0	0	0	0.172	0.601
AGQ12691.1	prsE	1096995.BJAB07104_00321	1096995.BJAB07104_01401	0.096	0	0.167	0	0.326	0.221	0	0.272	0.659
AGQ12691.1	AGQ15517.1	1096995.BJAB07104_00321	1096995.BJAB07104_03149	0.060	0	0.490	0	0.128	0.275	0	0.084	0.671
AGQ12691.1	phoU	1096995.BJAB07104_00321	1096995.BJAB07104_00322	0.757	0	0	0	0	0	0	0.044	0.758
AGQ12691.1	macB	1096995.BJAB07104_00321	1096995.BJAB07104_00590	0.122	0	0	0	0.071	0.737	0	0.287	0.826
AGQ12691.1	AGQ14282.1	1096995.BJAB07104_00321	1096995.BJAB07104_01914	0.060	0	0	0	0.069	0.270	0.800	0.099	0.863
AGQ12691.1	AGQ14281.1	1096995.BJAB07104_00321	1096995.BJAB07104_01913	0.060	0	0.151	0	0.128	0.303	0.800	0.099	0.892
AGQ12691.1	adeK	1096995.BJAB07104_00321	1096995.BJAB07104_03072	0	0	0	0	0	0	0.900	0.097	0.905
AGQ12691.1	adeC	1096995.BJAB07104_00321	1096995.BJAB07104_01915	0	0	0	0.607	0	0	0.900	0.097	0.905
AGQ12691.1	AGQ15439.1	1096995.BJAB07104_00321	1096995.BJAB07104_03071	0.060	0	0	0	0.069	0.270	0.900	0.099	0.931
AGQ12691.1	AGQ15363.1	1096995.BJAB07104_00321	1096995.BJAB07104_02995	0.060	0	0.155	0	0.069	0.270	0.900	0.099	0.940
AGQ12691.1	adeI	1096995.BJAB07104_00321	1096995.BJAB07104_03070	0.060	0	0	0	0.128	0.303	0.900	0.175	0.944
AGQ12741.1	macB	1096995.BJAB07104_00371	1096995.BJAB07104_00590	0.177	0	0	0	0	0	0	0.383	0.470
AGQ12741.1	AGQ15437.1	1096995.BJAB07104_00371	1096995.BJAB07104_03069	0.067	0	0	0	0.146	0	0.900	0.103	0.918
AGQ12771.1	mscL	1096995.BJAB07104_00401	1096995.BJAB07104_03169	0.063	0	0	0	0	0	0	0.391	0.404
AGQ12771.1	macB	1096995.BJAB07104_00401	1096995.BJAB07104_00590	0.179	0	0	0	0.324	0	0	0.173	0.500
AGQ12881.1	MetG	1096995.BJAB07104_00511	1096995.BJAB07104_00787	0.093	0	0	0	0.075	0	0	0.352	0.408
AGQ12881.1	macB	1096995.BJAB07104_00511	1096995.BJAB07104_00590	0.183	0	0	0	0	0	0	0.381	0.472
AGQ12924.1	macB	1096995.BJAB07104_00554	1096995.BJAB07104_00590	0.101	0	0	0	0	0	0	0.376	0.415
AGQ12924.1	MetG	1096995.BJAB07104_00554	1096995.BJAB07104_00787	0.185	0	0	0	0	0	0	0.322	0.423
AGQ12942.1	AGQ13452.1	1096995.BJAB07104_00572	1096995.BJAB07104_01084	0.064	0	0	0	0	0.394	0	0.099	0.444
AGQ12942.1	lolD	1096995.BJAB07104_00572	1096995.BJAB07104_02944	0.064	0	0	0	0	0.394	0	0.099	0.444
AGQ12942.1	macB	1096995.BJAB07104_00572	1096995.BJAB07104_00590	0.174	0	0	0	0	0.394	0	0.353	0.647
AGQ12942.1	AGQ15313.1	1096995.BJAB07104_00572	1096995.BJAB07104_02945	0.091	0	0	0	0	0.665	0	0.160	0.721
AGQ12959.1	aaeA	1096995.BJAB07104_00589	1096995.BJAB07104_00377	0.069	0	0.166	0	0.326	0.221	0	0.085	0.558
AGQ12959.1	AGQ15517.1	1096995.BJAB07104_00589	1096995.BJAB07104_03149	0.056	0	0.204	0	0.102	0.267	0	0.057	0.448
AGQ12959.1	czcB	1096995.BJAB07104_00589	1096995.BJAB07104_03504	0.062	0	0.197	0	0.102	0.291	0	0.084	0.480
AGQ12959.1	prsE	1096995.BJAB07104_00589	1096995.BJAB07104_01401	0.064	0	0	0	0.326	0.221	0	0.099	0.497
AGQ12959.1	AGQ14420.1	1096995.BJAB07104_00589	1096995.BJAB07104_02052	0.063	0	0.273	0	0.326	0.221	0	0.084	0.612
AGQ12959.1	AGQ13151.1	1096995.BJAB07104_00589	1096995.BJAB07104_00782	0.061	0	0.274	0	0.330	0.221	0	0.092	0.618
AGQ12959.1	emrA_4	1096995.BJAB07104_00589	1096995.BJAB07104_02953	0.063	0	0.318	0	0.326	0.221	0	0.084	0.636
AGQ12959.1	AGQ14257.1	1096995.BJAB07104_00589	1096995.BJAB07104_01889	0.061	0	0.294	0	0.330	0.221	0	0.172	0.661
AGQ12959.1	AGQ14217.1	1096995.BJAB07104_00589	1096995.BJAB07104_01849	0.061	0	0.315	0	0.330	0.221	0	0.172	0.671
AGQ12959.1	AGQ13278.1	1096995.BJAB07104_00589	1096995.BJAB07104_00910	0.061	0	0.319	0	0.330	0.221	0	0.172	0.673
AGQ12959.1	AGQ15030.1	1096995.BJAB07104_00589	1096995.BJAB07104_02662	0.061	0.068	0.569	0	0.075	0.268	0	0.083	0.711
AGQ12959.1	mdtE	1096995.BJAB07104_00589	1096995.BJAB07104_02661	0.062	0	0.559	0	0.102	0.291	0	0.084	0.714
AGQ12959.1	AGQ14282.1	1096995.BJAB07104_00589	1096995.BJAB07104_01914	0.059	0.048	0.602	0	0.127	0.258	0	0.101	0.744
AGQ12959.1	AGQ15363.1	1096995.BJAB07104_00589	1096995.BJAB07104_02995	0.061	0.041	0.639	0	0.075	0.268	0	0.083	0.751
AGQ12959.1	lptE	1096995.BJAB07104_00589	1096995.BJAB07104_00593	0.741	0	0	0	0	0	0	0.083	0.752
AGQ12959.1	holA	1096995.BJAB07104_00589	1096995.BJAB07104_00592	0.756	0	0	0	0	0	0	0	0.756
AGQ12959.1	AGQ15439.1	1096995.BJAB07104_00589	1096995.BJAB07104_03071	0.061	0.044	0.669	0	0.075	0.268	0	0.138	0.786
AGQ12959.1	AGQ14281.1	1096995.BJAB07104_00589	1096995.BJAB07104_01913	0.059	0	0.700	0	0.102	0.270	0	0.078	0.798
AGQ12959.1	adeI	1096995.BJAB07104_00589	1096995.BJAB07104_03070	0.062	0	0.740	0	0.102	0.291	0	0.084	0.831
AGQ12959.1	macA	1096995.BJAB07104_00589	1096995.BJAB07104_00591	0.883	0	0.671	0	0.106	0.270	0	0.098	0.973
AGQ12959.1	macB	1096995.BJAB07104_00589	1096995.BJAB07104_00590	0.883	0	0.571	0	0.088	0.737	0	0.173	0.988
AGQ12965.1	macB	1096995.BJAB07104_00595	1096995.BJAB07104_00590	0.412	0	0	0	0	0	0	0	0.412
AGQ12965.1	macA	1096995.BJAB07104_00595	1096995.BJAB07104_00591	0.421	0	0	0	0	0	0	0	0.421
AGQ12965.1	holA	1096995.BJAB07104_00595	1096995.BJAB07104_00592	0.693	0	0	0	0	0	0	0	0.693
AGQ12965.1	lptE	1096995.BJAB07104_00595	1096995.BJAB07104_00593	0.704	0	0	0	0	0	0	0	0.704
AGQ13045.1	phoU	1096995.BJAB07104_00676	1096995.BJAB07104_00322	0.058	0	0.214	0	0.328	0	0	0.170	0.531
AGQ13151.1	AGQ12691.1	1096995.BJAB07104_00782	1096995.BJAB07104_00321	0.062	0	0	0	0.326	0.224	0	0.096	0.497
AGQ13151.1	AGQ12959.1	1096995.BJAB07104_00782	1096995.BJAB07104_00589	0.061	0	0.274	0	0.330	0.221	0	0.092	0.618
AGQ13151.1	macB	1096995.BJAB07104_00782	1096995.BJAB07104_00590	0.134	0	0.248	0	0.594	0.196	0	0.174	0.792
AGQ13151.1	mdtE	1096995.BJAB07104_00782	1096995.BJAB07104_02661	0.054	0	0.361	0	0.058	0	0	0.078	0.404
AGQ13151.1	adeI	1096995.BJAB07104_00782	1096995.BJAB07104_03070	0.054	0	0.374	0	0.058	0	0	0.078	0.416
AGQ13151.1	AGQ15517.1	1096995.BJAB07104_00782	1096995.BJAB07104_03149	0.054	0	0.415	0	0.058	0	0	0.078	0.455
AGQ13151.1	czcC	1096995.BJAB07104_00782	1096995.BJAB07104_03505	0.059	0	0	0	0.329	0.221	0	0.083	0.488
AGQ13151.1	AGQ15320.1	1096995.BJAB07104_00782	1096995.BJAB07104_02952	0.062	0	0	0	0.326	0.221	0	0.085	0.489
AGQ13151.1	AGQ14281.1	1096995.BJAB07104_00782	1096995.BJAB07104_01913	0.054	0	0.469	0	0.058	0	0	0.078	0.505
AGQ13151.1	adeC	1096995.BJAB07104_00782	1096995.BJAB07104_01915	0.061	0	0.201	0	0.330	0.221	0	0.083	0.575
AGQ13151.1	adeK	1096995.BJAB07104_00782	1096995.BJAB07104_03072	0.061	0	0.217	0	0.330	0.221	0	0.083	0.583
AGQ13151.1	AGQ15031.1	1096995.BJAB07104_00782	1096995.BJAB07104_02663	0.061	0	0.228	0	0.330	0.221	0	0.083	0.589
AGQ13151.1	AGQ13768.1	1096995.BJAB07104_00782	1096995.BJAB07104_01400	0.063	0	0.158	0	0.324	0.293	0	0.095	0.596
AGQ13151.1	bepC_2	1096995.BJAB07104_00782	1096995.BJAB07104_01399	0.059	0	0.223	0	0.329	0.221	0	0.171	0.625
AGQ13151.1	AGQ14261.1	1096995.BJAB07104_00782	1096995.BJAB07104_01893	0.062	0	0.236	0	0.326	0.221	0	0.319	0.697
AGQ13278.1	AGQ12691.1	1096995.BJAB07104_00910	1096995.BJAB07104_00321	0.062	0	0	0	0.326	0.224	0	0.096	0.497
AGQ13278.1	AGQ12959.1	1096995.BJAB07104_00910	1096995.BJAB07104_00589	0.061	0	0.319	0	0.330	0.221	0	0.172	0.673
AGQ13278.1	macB	1096995.BJAB07104_00910	1096995.BJAB07104_00590	0.134	0	0.171	0	0.594	0.196	0	0.174	0.771
AGQ13278.1	AGQ15518.1	1096995.BJAB07104_00910	1096995.BJAB07104_03150	0.059	0	0.161	0	0	0	0	0.349	0.441
AGQ13278.1	AGQ14281.1	1096995.BJAB07104_00910	1096995.BJAB07104_01913	0.054	0	0.409	0	0.058	0	0	0.078	0.449
AGQ13278.1	czcC	1096995.BJAB07104_00910	1096995.BJAB07104_03505	0.059	0	0	0	0.329	0.221	0	0.083	0.488
AGQ13278.1	AGQ15320.1	1096995.BJAB07104_00910	1096995.BJAB07104_02952	0.062	0	0	0	0.326	0.221	0	0.085	0.489
AGQ13278.1	AGQ13768.1	1096995.BJAB07104_00910	1096995.BJAB07104_01400	0.063	0	0	0	0.324	0.293	0	0.095	0.540
AGQ13278.1	bepC_2	1096995.BJAB07104_00910	1096995.BJAB07104_01399	0.059	0	0.184	0	0.329	0.221	0	0.097	0.571
AGQ13278.1	adeC	1096995.BJAB07104_00910	1096995.BJAB07104_01915	0.061	0	0.238	0	0.330	0.221	0	0.083	0.595
AGQ13278.1	AGQ14261.1	1096995.BJAB07104_00910	1096995.BJAB07104_01893	0.062	0	0.229	0	0.326	0.221	0	0.102	0.596
AGQ13278.1	adeK	1096995.BJAB07104_00910	1096995.BJAB07104_03072	0.061	0	0.254	0	0.330	0.221	0	0.083	0.603
AGQ13278.1	AGQ15031.1	1096995.BJAB07104_00910	1096995.BJAB07104_02663	0.061	0	0.303	0	0.330	0.221	0	0.083	0.629
AGQ13360.1	macB	1096995.BJAB07104_00992	1096995.BJAB07104_00590	0.179	0	0	0	0	0.119	0	0.370	0.504
AGQ13360.1	MetG	1096995.BJAB07104_00992	1096995.BJAB07104_00787	0.179	0	0	0	0.090	0	0	0.371	0.489
AGQ13400.1	parC	1096995.BJAB07104_01032	1096995.BJAB07104_00229	0	0	0	0	0.767	0	0	0	0.767
AGQ13400.1	phoU	1096995.BJAB07104_01032	1096995.BJAB07104_00322	0	0	0	0	0.638	0	0	0	0.638
AGQ13442.1	macB	1096995.BJAB07104_01074	1096995.BJAB07104_00590	0.112	0	0	0	0.323	0	0	0.167	0.455
AGQ13442.1	AGQ14683.1	1096995.BJAB07104_01074	1096995.BJAB07104_02315	0.095	0	0	0	0.166	0	0	0.292	0.418
AGQ13452.1	AGQ12942.1	1096995.BJAB07104_01084	1096995.BJAB07104_00572	0.064	0	0	0	0	0.394	0	0.099	0.444
AGQ13452.1	macB	1096995.BJAB07104_01084	1096995.BJAB07104_00590	0.081	0	0.064	0.851	0.330	0.640	0	0.138	0.788
AGQ13452.1	macA	1096995.BJAB07104_01084	1096995.BJAB07104_00591	0.060	0	0	0	0.217	0.265	0	0.084	0.438
AGQ13452.1	MetG	1096995.BJAB07104_01084	1096995.BJAB07104_00787	0.111	0	0.342	0	0	0	0	0.098	0.426
AGQ13452.1	AGQ14281.1	1096995.BJAB07104_01084	1096995.BJAB07104_01913	0.060	0	0	0	0.217	0.265	0	0.084	0.438
AGQ13452.1	czcB	1096995.BJAB07104_01084	1096995.BJAB07104_03504	0.060	0	0	0	0.217	0.265	0	0.084	0.438
AGQ13452.1	mdtA	1096995.BJAB07104_01084	1096995.BJAB07104_03748	0.060	0	0	0	0.217	0.265	0	0.084	0.438
AGQ13452.1	mdtE	1096995.BJAB07104_01084	1096995.BJAB07104_02661	0.060	0	0	0	0.217	0.265	0	0.084	0.438
AGQ13452.1	AGQ15517.1	1096995.BJAB07104_01084	1096995.BJAB07104_03149	0.060	0	0	0	0.217	0.265	0	0.084	0.438
AGQ13452.1	adeI	1096995.BJAB07104_01084	1096995.BJAB07104_03070	0.060	0	0	0	0.217	0.265	0	0.084	0.438
AGQ13452.1	AGQ14234.1	1096995.BJAB07104_01084	1096995.BJAB07104_01866	0.054	0	0.275	0.657	0.326	0.104	0	0	0.530
AGQ13452.1	lolA	1096995.BJAB07104_01084	1096995.BJAB07104_03063	0.064	0	0	0	0	0.737	0	0.160	0.775
AGQ13452.1	AGQ15313.1	1096995.BJAB07104_01084	1096995.BJAB07104_02945	0.091	0	0	0	0.462	0.737	0	0.160	0.877
AGQ13452.1	AGQ13453.1	1096995.BJAB07104_01084	1096995.BJAB07104_01085	0.871	0	0.177	0	0.218	0	0	0.137	0.919
AGQ13453.1	macB	1096995.BJAB07104_01085	1096995.BJAB07104_00590	0.185	0	0	0	0.384	0	0	0.172	0.548
AGQ13453.1	AGQ13452.1	1096995.BJAB07104_01085	1096995.BJAB07104_01084	0.871	0	0.177	0	0.218	0	0	0.137	0.919
AGQ13703.1	macB	1096995.BJAB07104_01335	1096995.BJAB07104_00590	0.064	0	0	0	0.324	0	0	0.343	0.547
AGQ13703.1	adeS	1096995.BJAB07104_01335	1096995.BJAB07104_01911	0	0	0.345	0	0	0.129	0	0.072	0.424
AGQ13709.1	macB	1096995.BJAB07104_01341	1096995.BJAB07104_00590	0.152	0	0	0	0.147	0.233	0	0.103	0.435
AGQ13768.1	AGQ12691.1	1096995.BJAB07104_01400	1096995.BJAB07104_00321	0.093	0	0	0	0.343	0	0	0.194	0.477
AGQ13768.1	aaeA	1096995.BJAB07104_01400	1096995.BJAB07104_00377	0.063	0	0	0	0.324	0.293	0	0.095	0.540
AGQ13768.1	AGQ13151.1	1096995.BJAB07104_01400	1096995.BJAB07104_00782	0.063	0	0.158	0	0.324	0.293	0	0.095	0.596
AGQ13768.1	AGQ13278.1	1096995.BJAB07104_01400	1096995.BJAB07104_00910	0.063	0	0	0	0.324	0.293	0	0.095	0.540
AGQ13768.1	bepC_2	1096995.BJAB07104_01400	1096995.BJAB07104_01399	0.886	0.199	0.767	0	0.242	0	0	0.173	0.984
AGQ13768.1	AGQ15320.1	1096995.BJAB07104_01400	1096995.BJAB07104_02952	0.081	0	0	0	0.343	0	0	0.138	0.434
AGQ13768.1	AGQ14261.1	1096995.BJAB07104_01400	1096995.BJAB07104_01893	0.081	0	0.165	0	0.343	0	0	0.138	0.507
AGQ13768.1	emrA_4	1096995.BJAB07104_01400	1096995.BJAB07104_02953	0.063	0	0	0	0.324	0.293	0	0.095	0.540
AGQ13768.1	AGQ14257.1	1096995.BJAB07104_01400	1096995.BJAB07104_01889	0.063	0	0	0	0.324	0.293	0	0.095	0.540
AGQ13768.1	AGQ14217.1	1096995.BJAB07104_01400	1096995.BJAB07104_01849	0.063	0	0	0	0.324	0.293	0	0.095	0.540
AGQ13768.1	AGQ14420.1	1096995.BJAB07104_01400	1096995.BJAB07104_02052	0.063	0	0	0	0.324	0.293	0	0.095	0.540
AGQ13768.1	pstB	1096995.BJAB07104_01400	1096995.BJAB07104_02809	0.061	0.666	0	0.620	0	0	0	0	0.673
AGQ13768.1	AGQ15398.1	1096995.BJAB07104_01400	1096995.BJAB07104_03030	0.096	0	0.546	0	0.471	0	0	0.292	0.825
AGQ13768.1	prsE	1096995.BJAB07104_01400	1096995.BJAB07104_01401	0.886	0.286	0.774	0	0.330	0.737	0	0.293	0.997
AGQ13838.1	macB	1096995.BJAB07104_01470	1096995.BJAB07104_00590	0.064	0	0	0	0.324	0	0	0.343	0.547
AGQ14217.1	AGQ12691.1	1096995.BJAB07104_01849	1096995.BJAB07104_00321	0.062	0	0.150	0	0.326	0.224	0	0.096	0.554
AGQ14217.1	AGQ12959.1	1096995.BJAB07104_01849	1096995.BJAB07104_00589	0.061	0	0.315	0	0.330	0.221	0	0.172	0.671
AGQ14217.1	macB	1096995.BJAB07104_01849	1096995.BJAB07104_00590	0.134	0	0.159	0	0.594	0.196	0	0.174	0.767
AGQ14217.1	bepC_2	1096995.BJAB07104_01849	1096995.BJAB07104_01399	0.059	0	0.186	0	0.329	0.221	0	0.089	0.568
AGQ14217.1	AGQ13768.1	1096995.BJAB07104_01849	1096995.BJAB07104_01400	0.063	0	0	0	0.324	0.293	0	0.095	0.540
AGQ14217.1	czcC	1096995.BJAB07104_01849	1096995.BJAB07104_03505	0.059	0	0	0	0.329	0.221	0	0.083	0.488
AGQ14217.1	AGQ15320.1	1096995.BJAB07104_01849	1096995.BJAB07104_02952	0.062	0	0	0	0.326	0.221	0	0.085	0.489
AGQ14217.1	AGQ15517.1	1096995.BJAB07104_01849	1096995.BJAB07104_03149	0.054	0	0.543	0	0.058	0	0	0.078	0.574
AGQ14217.1	adeC	1096995.BJAB07104_01849	1096995.BJAB07104_01915	0.061	0	0.234	0	0.330	0.221	0	0.083	0.592
AGQ14217.1	adeK	1096995.BJAB07104_01849	1096995.BJAB07104_03072	0.061	0	0.254	0	0.330	0.221	0	0.090	0.606
AGQ14217.1	AGQ14261.1	1096995.BJAB07104_01849	1096995.BJAB07104_01893	0.079	0	0.310	0	0.326	0.221	0	0.100	0.644
AGQ14217.1	AGQ15031.1	1096995.BJAB07104_01849	1096995.BJAB07104_02663	0.061	0	0.349	0	0.330	0.221	0	0.083	0.654
AGQ14232.1	macB	1096995.BJAB07104_01864	1096995.BJAB07104_00590	0.169	0	0	0	0.328	0	0	0.167	0.494
AGQ14232.1	AGQ14234.1	1096995.BJAB07104_01864	1096995.BJAB07104_01866	0.873	0	0.636	0	0.828	0.737	0	0.293	0.998
AGQ14232.1	AGQ14233.1	1096995.BJAB07104_01864	1096995.BJAB07104_01865	0.873	0	0.760	0	0.763	0.853	0	0.293	0.999
AGQ14233.1	macB	1096995.BJAB07104_01865	1096995.BJAB07104_00590	0.154	0	0	0	0.325	0	0	0.193	0.498
AGQ14233.1	AGQ14232.1	1096995.BJAB07104_01865	1096995.BJAB07104_01864	0.873	0	0.760	0	0.763	0.853	0	0.293	0.999
AGQ14233.1	AGQ14234.1	1096995.BJAB07104_01865	1096995.BJAB07104_01866	0.886	0	0.757	0	0.815	0.878	0	0.293	0.999
AGQ14234.1	macB	1096995.BJAB07104_01866	1096995.BJAB07104_00590	0.095	0	0	0.641	0.327	0.098	0	0.092	0.434
AGQ14234.1	AGQ13452.1	1096995.BJAB07104_01866	1096995.BJAB07104_01084	0.054	0	0.275	0.657	0.326	0.104	0	0	0.530
AGQ14234.1	AGQ14232.1	1096995.BJAB07104_01866	1096995.BJAB07104_01864	0.873	0	0.636	0	0.828	0.737	0	0.293	0.998
AGQ14234.1	AGQ14233.1	1096995.BJAB07104_01866	1096995.BJAB07104_01865	0.886	0	0.757	0	0.815	0.878	0	0.293	0.999
AGQ14234.1	lolD	1096995.BJAB07104_01866	1096995.BJAB07104_02944	0.054	0	0.257	0.681	0.326	0.104	0	0	0.519
AGQ14257.1	AGQ12691.1	1096995.BJAB07104_01889	1096995.BJAB07104_00321	0.062	0	0.161	0	0.326	0.224	0	0.096	0.560
AGQ14257.1	AGQ12959.1	1096995.BJAB07104_01889	1096995.BJAB07104_00589	0.061	0	0.294	0	0.330	0.221	0	0.172	0.661
AGQ14257.1	macB	1096995.BJAB07104_01889	1096995.BJAB07104_00590	0.134	0	0.178	0	0.594	0.196	0	0.174	0.773
AGQ14257.1	macA	1096995.BJAB07104_01889	1096995.BJAB07104_00591	0.054	0	0.406	0	0.058	0	0	0.078	0.446
AGQ14257.1	bepC_2	1096995.BJAB07104_01889	1096995.BJAB07104_01399	0.059	0	0.194	0	0.329	0.221	0	0.089	0.573
AGQ14257.1	AGQ13768.1	1096995.BJAB07104_01889	1096995.BJAB07104_01400	0.063	0	0	0	0.324	0.293	0	0.095	0.540
AGQ14257.1	mdtE	1096995.BJAB07104_01889	1096995.BJAB07104_02661	0.054	0	0.390	0	0.058	0	0	0.078	0.431
AGQ14257.1	AGQ15517.1	1096995.BJAB07104_01889	1096995.BJAB07104_03149	0.054	0	0.437	0	0.058	0	0	0.078	0.475
AGQ14257.1	czcC	1096995.BJAB07104_01889	1096995.BJAB07104_03505	0.059	0	0	0	0.329	0.221	0	0.083	0.488
AGQ14257.1	AGQ15320.1	1096995.BJAB07104_01889	1096995.BJAB07104_02952	0.062	0	0	0	0.326	0.221	0	0.085	0.489
AGQ14257.1	AGQ14281.1	1096995.BJAB07104_01889	1096995.BJAB07104_01913	0.054	0	0.457	0	0.058	0	0	0.078	0.494
AGQ14257.1	adeC	1096995.BJAB07104_01889	1096995.BJAB07104_01915	0.061	0	0.212	0	0.330	0.221	0	0.083	0.581
AGQ14257.1	adeK	1096995.BJAB07104_01889	1096995.BJAB07104_03072	0.061	0	0.227	0	0.330	0.221	0	0.083	0.589
AGQ14257.1	AGQ15031.1	1096995.BJAB07104_01889	1096995.BJAB07104_02663	0.061	0	0.262	0	0.330	0.221	0	0.083	0.607
AGQ14257.1	AGQ14261.1	1096995.BJAB07104_01889	1096995.BJAB07104_01893	0.512	0	0.316	0	0.326	0.221	0	0.100	0.813
